country,year,life_expectancy_at_birth,source,source_url
Suriname,2008,68.87,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2009,69.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2010,69.63,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2011,69.82,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2012,69.96,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2013,70.11,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2014,70.33,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2015,70.57,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2016,70.98,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2017,71.25,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2018,71.47,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2019,71.77,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2020,72.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2021,68.94,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2022,73.25,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Suriname,2023,73.63,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1751,38.43,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1752,35.41,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1753,39.74,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1754,37.5,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1755,36.58,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1756,36.25,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1757,33.81,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1758,32.92,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1759,38.21,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1760,39.71,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1761,37.83,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1762,32.49,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1763,30.46,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1764,36.3,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1765,35.99,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1766,38.11,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1767,38.23,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1768,35.05,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1769,34.71,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1770,36.66,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1771,35.43,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1772,27.73,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1773,17.99,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1774,40.58,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1775,38.15,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1776,41.51,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1777,38.13,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1778,35.56,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1779,32.82,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1780,42.68,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1781,37.81,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1782,36.66,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1783,33.72,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1784,31.44,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1785,33.48,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1786,37.9,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1787,40.27,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1788,36.82,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1789,31.23,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1790,33.6,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1791,38.45,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1792,39.84,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1793,39.64,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1794,40.41,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1795,36.55,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1796,38.88,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1797,40.37,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1798,41.34,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1799,39.34,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1800,32.19,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1801,36.91,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1802,40.18,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1803,40.24,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1804,39.7,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1805,41.05,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1806,36.2,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1807,38.77,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1808,30.19,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1809,26.91,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1810,31.99,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1811,34.59,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1812,35.11,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1813,36.5,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1814,38.6,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1815,40.45,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1816,41.78,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1817,40.31,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1818,40.02,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1819,36.97,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1820,40.24,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1821,38.17,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1822,42.77,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1823,45.2,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1824,44.98,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1825,45.26,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1826,43.11,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1827,42.66,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1828,37.76,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1829,36.21,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1830,40.98,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1831,39,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1832,40.85,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1833,42.52,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1834,38.55,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1835,47.15,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1836,45.15,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1837,39.6,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1838,40,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1839,39.87,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1840,43.98,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1841,45.14,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1842,42.8,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1843,42.83,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1844,44.01,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1845,45.99,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1846,42.04,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1847,40.14,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1848,45.13,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1849,44.5,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1850,44.69,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1851,43.62,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1852,41.35,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1853,39.99,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1854,44.53,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1855,43.06,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1856,42.12,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1857,34.62,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1858,41.99,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1859,44.26,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1860,48.46,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1861,47.19,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1862,42.7,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1863,45.5,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1864,44.81,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1865,45.45,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1866,44.84,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1867,46.27,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1868,43.32,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1869,41.01,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1870,45.02,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1871,48.91,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1872,49.94,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1873,48.56,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1874,44.15,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1875,44.47,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1876,44.77,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1877,46.06,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1878,46.8,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1879,49.02,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1880,47.67,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1881,48.42,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1882,48.41,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1883,48.82,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1884,49,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1885,48.83,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1886,50.52,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1887,51.39,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1888,52.25,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1889,52.23,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1890,50.44,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1891,51.02,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1892,50.47,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1893,51.16,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1894,51.89,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1895,54.01,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1896,53.34,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1897,54,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1898,54.59,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1899,50.9,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1900,52.23,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1901,52.88,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1902,54.7,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1903,54.98,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1904,55.27,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1905,54.42,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1906,56.56,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1907,56.87,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1908,56.33,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1909,58.34,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1910,57.74,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1911,57.99,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1912,57.73,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1913,58.59,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1914,58.15,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1915,57.1,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1916,58.12,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1917,58.8,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1918,49.72,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1919,56.42,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1920,58.91,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1921,60.98,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1922,61.07,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1923,62.91,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1924,61.94,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1925,62.51,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1926,62.74,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1927,61.56,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1928,62.2,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1929,62.29,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1930,63.17,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1931,62.71,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1932,63.93,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1933,64.8,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1934,64.96,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1935,64.86,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1936,64.6,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1937,64.61,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1938,65.54,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1939,66.38,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1940,66.74,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1941,66.97,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1942,68.96,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1943,68.7,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1944,67.72,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1945,68.33,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1946,69.51,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1947,69.48,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1948,70.73,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1949,70.81,Human Mortality Database,https://www.mortality.org/Data/ZippedDataFiles
Sweden,1950,71.14,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1951,71.36,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1952,71.85,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1953,71.9,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1954,72.35,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1955,72.59,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1956,72.66,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1957,72.49,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1958,73.15,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1959,73.37,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1960,73.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1961,73.49,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1962,73.35,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1963,73.53,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1964,73.71,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1965,73.87,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1966,74.1,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1967,74.15,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1968,74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1969,74.11,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1970,74.66,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1971,74.6,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1972,74.7,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1973,74.87,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1974,74.97,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1975,74.98,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1976,74.97,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1977,75.39,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1978,75.48,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1979,75.52,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1980,75.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1981,76.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1982,76.35,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1983,76.58,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1984,76.84,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1985,76.69,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1986,76.95,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1987,77.11,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1988,77,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1989,77.65,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1990,77.59,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1991,77.73,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1992,78.07,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1993,78.14,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1994,78.75,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1995,78.82,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1996,79.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1997,79.27,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1998,79.42,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,1999,79.51,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2000,79.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2001,79.84,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2002,79.93,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2003,80.2,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2004,80.55,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2005,80.62,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2006,80.83,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2007,80.97,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2008,81.14,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2009,81.36,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2010,81.52,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2011,81.76,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2012,81.73,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2013,81.94,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2014,82.22,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2015,82.18,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2016,82.34,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2017,82.44,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2018,82.53,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2019,83.05,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2020,82.43,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2021,83.02,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2022,83.05,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Sweden,2023,83.26,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
